통계표코드,통계명,통계항목코드1,통계항목명1,통계항목코드2,통계항목명2,통계항목코드3,통계항목명3,통계항목코드4,통계항목명4,단위,WGT,시점,값
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080127,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080128,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080129,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080130,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080131,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080201,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080202,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080203,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080204,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080205,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080206,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080207,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080208,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080209,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080210,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080211,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080212,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080213,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080214,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080215,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080216,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080217,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080218,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080219,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080220,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080221,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080222,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080223,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080224,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080225,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080226,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080227,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080228,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080229,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080301,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080302,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080303,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080304,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080305,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080306,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080307,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080308,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080309,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080310,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080311,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080312,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080313,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080314,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080315,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080316,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080317,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080318,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080319,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080320,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080321,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080322,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080323,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080324,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080325,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080326,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080327,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080328,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080329,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080330,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080331,5.3
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080401,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080402,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080403,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080404,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080405,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080406,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080407,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080408,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080409,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080410,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080411,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080412,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080413,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080414,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080415,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080416,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080417,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080418,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080419,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080420,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080421,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080422,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080423,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080424,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080425,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080426,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080427,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080428,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080429,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080430,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080501,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080502,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080503,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080504,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080505,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080506,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080507,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080508,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080509,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080510,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080511,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080512,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080513,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080514,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080515,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080516,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080517,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080518,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080519,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080520,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080521,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080522,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080523,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080524,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080525,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080526,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080527,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080528,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080529,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080530,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080531,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080601,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080602,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080603,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080604,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080605,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080606,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080607,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080608,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080609,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080610,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080611,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080612,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080613,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080614,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080615,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080616,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080617,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080618,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080619,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080620,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080621,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080622,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080623,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080624,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080625,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080626,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080627,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080628,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080629,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080630,5.08
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080701,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080702,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080703,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080704,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080705,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080706,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080707,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080708,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080709,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080710,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080711,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080712,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080713,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080714,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080715,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080716,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080717,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080718,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080719,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080720,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080721,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080722,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080723,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080724,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080725,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080726,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080727,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080728,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080729,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080730,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080731,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080801,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080802,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080803,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080804,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080805,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080806,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080807,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080808,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080809,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080810,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080811,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080812,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080813,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080814,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080815,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080816,5.23
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,0102000,정부대출금금리,,,,,,,연%,,20080817,5.23
